company,model,year,vehicle_age,mileage,service_issues
Tata,Safari,2016,8,139144,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation"
Hyundai,i20,2011,13,117411,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Tata,Safari,2021,3,27251,"Engine Oil Change, Wiper Blade Replacement, Tire Rotation, Battery Replacement"
Honda,City,2011,13,110977,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Brake Pad Replacement"
Honda,WR-V,2022,2,24931,Engine Oil Change
Maruti,Dzire,2018,6,76808,"Engine Oil Change, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,Venue,2015,9,132966,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Suspension Check, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Baleno,2018,6,63360,"Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,WagonR,2021,3,38612,"Engine Oil Change, Suspension Check, AC Gas Refill, Air Filter Replacement, Tire Rotation"
Toyota,Innova,2014,10,103892,"Transmission Fluid Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Maruti,WagonR,2022,2,20852,"Engine Oil Change, AC Gas Refill"
Tata,Nexon,2019,5,85943,"Transmission Fluid Change, Spark Plug Replacement, Exhaust System Repair, Suspension Check, AC Gas Refill"
Toyota,Glanza,2015,9,81314,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Tata,Safari,2015,9,147702,"Engine Oil Change, Wheel Alignment, Exhaust System Repair, Suspension Check, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,i10,2013,11,160533,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2008,16,237776,"Transmission Fluid Change, Spark Plug Replacement, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Accord,2020,4,59137,"Spark Plug Replacement, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement"
Tata,Tiago,2011,13,195876,"Transmission Fluid Change, Exhaust System Repair, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Camry,2012,12,159833,"Transmission Fluid Change, Coolant Flush, Timing Belt Replacement"
Toyota,Innova,2010,14,160208,"Transmission Fluid Change, Suspension Check, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,Tucson,2017,7,105204,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Vitara Brezza,2019,5,44560,"Engine Oil Change, Air Filter Replacement, AC Gas Refill, Clutch Replacement"
Honda,CR-V,2014,10,147381,"Transmission Fluid Change, Suspension Check, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Altroz,2024,0,8202,Engine Oil Change
Hyundai,i20,2023,1,13266,Engine Oil Change
Honda,CR-V,2019,5,71373,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Battery Replacement"
Honda,CR-V,2021,3,32847,"Engine Oil Change, Air Filter Replacement, Wheel Alignment, Tire Rotation"
Hyundai,Creta,2020,4,34893,"Wheel Alignment, Suspension Check, Wiper Blade Replacement, Battery Replacement, Air Filter Replacement"
Tata,Harrier,2014,10,106110,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Exhaust System Repair, Suspension Check, Coolant Flush, Timing Belt Replacement, Air Filter Replacement"
Maruti,Swift,2012,12,212467,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Fuel Filter Replacement, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Swift,2013,11,93679,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2016,8,82042,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Honda,Jazz,2012,12,106014,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2011,13,106260,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2020,4,60726,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Air Filter Replacement, Tire Rotation"
Tata,Altroz,2010,14,172672,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Engine Oil Change, AC Gas Refill, Timing Belt Replacement"
Maruti,Alto,2022,2,28889,"Engine Oil Change, AC Gas Refill"
Hyundai,Tucson,2011,13,180321,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Civic,2022,2,14225,Engine Oil Change
Hyundai,Creta,2021,3,29627,"Suspension Check, Tire Rotation, Engine Oil Change, Battery Replacement"
Hyundai,Tucson,2024,0,2022,Engine Oil Change
Honda,Amaze,2017,7,61390,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Tata,Altroz,2011,13,130274,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Exhaust System Repair, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Jazz,2012,12,143908,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i20,2014,10,112627,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2016,8,112155,"Transmission Fluid Change, Engine Oil Change, Timing Belt Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Nexon,2015,9,79963,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Innova,2017,7,87127,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Vitara Brezza,2017,7,86039,"Transmission Fluid Change, Engine Oil Change, Suspension Check, AC Gas Refill, Fuel Filter Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Harrier,2017,7,58545,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Fortuner,2014,10,137576,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Tucson,2012,12,185141,"Transmission Fluid Change, Spark Plug Replacement, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Honda,Amaze,2014,10,103297,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Coolant Flush, Battery Replacement"
Tata,Safari,2016,8,112919,"Engine Oil Change, Transmission Fluid Change, Wheel Alignment, Suspension Check, Coolant Flush, Battery Replacement"
Hyundai,Verna,2008,16,259968,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Brake Pad Replacement"
Tata,Altroz,2014,10,124258,"Transmission Fluid Change, Spark Plug Replacement, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,Civic,2023,1,2878,Engine Oil Change
Hyundai,i20,2013,11,115814,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,i10,2011,13,169497,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Camry,2023,1,580,Engine Oil Change
Maruti,Swift,2020,4,56826,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Air Filter Replacement, Tire Rotation"
Toyota,Urban Cruiser,2018,6,52026,"Engine Oil Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Hyundai,Venue,2019,5,59212,"Engine Oil Change, Wheel Alignment, Suspension Check, AC Gas Refill, Air Filter Replacement"
Tata,Tiago,2020,4,42142,Exhaust System Repair
Hyundai,Venue,2011,13,116285,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Hyundai,Tucson,2014,10,115236,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Baleno,2020,4,69741,"Suspension Check, Air Filter Replacement, Battery Replacement"
Toyota,Innova,2012,12,197574,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Tata,Altroz,2019,5,81075,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Honda,City,2017,7,68596,"Suspension Check, Air Filter Replacement, Engine Oil Change, Tire Rotation"
Honda,Amaze,2010,14,229220,"Engine Oil Change, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,i10,2016,8,110491,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Camry,2010,14,114510,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Fortuner,2017,7,95545,"Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,City,2012,12,197197,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Swift,2010,14,180998,"Transmission Fluid Change, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Dzire,2013,11,93514,Tire Rotation
Toyota,Glanza,2012,12,173620,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement"
Toyota,Innova,2011,13,173677,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Glanza,2011,13,195753,"Transmission Fluid Change, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Fortuner,2010,14,170633,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Honda,CR-V,2016,8,98448,"Engine Oil Change, Wheel Alignment, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Harrier,2018,6,102483,"Transmission Fluid Change, Brake Pad Replacement, Battery Replacement"
Toyota,Innova,2023,1,12488,Engine Oil Change
Toyota,Glanza,2013,11,146217,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Safari,2022,2,28488,"Engine Oil Change, Wheel Alignment"
Toyota,Fortuner,2019,5,61020,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation"
Toyota,Urban Cruiser,2021,3,26032,"Engine Oil Change, Wheel Alignment, Tire Rotation"
Hyundai,Venue,2015,9,92383,"Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,Creta,2022,2,28837,Engine Oil Change
Tata,Tiago,2019,5,89640,"Transmission Fluid Change, Engine Oil Change, Exhaust System Repair, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Creta,2022,2,19192,Engine Oil Change
Maruti,Dzire,2019,5,62379,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Fuel Filter Replacement"
Toyota,Camry,2022,2,16980,"Engine Oil Change, Tire Rotation"
Hyundai,i10,2015,9,101569,"Engine Oil Change, Spark Plug Replacement, Brake Pad Replacement"
Honda,Civic,2022,2,17234,Engine Oil Change
Toyota,Innova,2021,3,35099,"Engine Oil Change, Wiper Blade Replacement, Battery Replacement"
Honda,City,2012,12,212435,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Verna,2019,5,54998,"Coolant Flush, Spark Plug Replacement, Air Filter Replacement, Timing Belt Replacement"
Hyundai,Tucson,2016,8,143211,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,Tucson,2012,12,194114,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Honda,Civic,2017,7,81676,"Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,i10,2023,1,1428,Engine Oil Change
Tata,Nexon,2023,1,18256,"Exhaust System Repair, Tire Rotation"
Tata,Tiago,2010,14,120219,"Transmission Fluid Change, Engine Oil Change, Exhaust System Repair, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,Amaze,2011,13,213250,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Honda,Civic,2020,4,72483,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement"
Hyundai,Creta,2022,2,30684,"Engine Oil Change, Air Filter Replacement, Tire Rotation"
Honda,CR-V,2014,10,131815,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2014,10,132817,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Honda,Amaze,2016,8,75307,"Spark Plug Replacement, Suspension Check, Wiper Blade Replacement, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Toyota,Urban Cruiser,2016,8,65069,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Timing Belt Replacement, Tire Rotation"
Maruti,Dzire,2019,5,63315,"Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Maruti,Vitara Brezza,2013,11,120441,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2014,10,175794,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Urban Cruiser,2013,11,113337,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Battery Replacement, Brake Pad Replacement"
Toyota,Innova,2013,11,190389,"Transmission Fluid Change, Suspension Check, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Hyundai,Tucson,2022,2,21178,"Engine Oil Change, AC Gas Refill"
Hyundai,Tucson,2015,9,133034,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Air Filter Replacement"
Toyota,Innova,2019,5,57914,"Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,Venue,2012,12,193010,"Transmission Fluid Change, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Toyota,Glanza,2023,1,6454,Engine Oil Change
Toyota,Glanza,2018,6,50997,"Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Honda,Civic,2014,10,172585,"Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,WagonR,2011,13,156588,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, AC Gas Refill, Fuel Filter Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Alto,2021,3,44940,"Suspension Check, Air Filter Replacement, Engine Oil Change, Battery Replacement"
Toyota,Urban Cruiser,2012,12,206073,"Transmission Fluid Change, Engine Oil Change, Timing Belt Replacement, Battery Replacement, Tire Rotation, Brake Pad Replacement"
Honda,Amaze,2018,6,69109,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement"
Honda,City,2015,9,114828,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Tata,Altroz,2011,13,195638,"Transmission Fluid Change, Engine Oil Change, Suspension Check, AC Gas Refill, Battery Replacement"
Honda,Civic,2022,2,21304,"Engine Oil Change, Wheel Alignment, AC Gas Refill, Tire Rotation"
Maruti,Alto,2011,13,142181,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Suspension Check, Coolant Flush, Clutch Replacement, Air Filter Replacement"
Tata,Tiago,2016,8,81055,"Engine Oil Change, Spark Plug Replacement, Coolant Flush, Clutch Replacement, Air Filter Replacement"
Maruti,Alto,2006,18,318222,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Fuel Filter Replacement, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i20,2012,12,177764,"Transmission Fluid Change, Engine Oil Change, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Hyundai,Venue,2022,2,17749,"Engine Oil Change, Wheel Alignment"
Toyota,Glanza,2022,2,32005,"Wheel Alignment, Tire Rotation"
Honda,City,2010,14,193991,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Honda,WR-V,2014,10,109084,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Maruti,Alto,2017,7,87570,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Fuel Filter Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Vitara Brezza,2020,4,39293,"Air Filter Replacement, Fuel Filter Replacement"
Toyota,Urban Cruiser,2013,11,166240,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Coolant Flush, Battery Replacement, Air Filter Replacement"
Maruti,Swift,2013,11,123809,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Fuel Filter Replacement, Clutch Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i20,2018,6,66100,"Engine Oil Change, Air Filter Replacement, Clutch Replacement, Timing Belt Replacement"
Hyundai,i10,2012,12,208727,"Transmission Fluid Change, Engine Oil Change, AC Gas Refill, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Tata,Tiago,2019,5,61626,"Coolant Flush, Spark Plug Replacement, Air Filter Replacement, Tire Rotation"
Maruti,Dzire,2018,6,101769,"Suspension Check, Wiper Blade Replacement, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,Venue,2016,8,84227,"Transmission Fluid Change, Engine Oil Change, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Hyundai,Verna,2018,6,64616,"Engine Oil Change, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Hyundai,i20,2022,2,24353,"Engine Oil Change, Tire Rotation"
Tata,Nexon,2017,7,59120,"Coolant Flush, Spark Plug Replacement, Battery Replacement"
Honda,Jazz,2017,7,62652,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, Air Filter Replacement"
Toyota,Innova,2021,3,33308,"Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Battery Replacement, Tire Rotation"
Hyundai,i20,2022,2,25128,Engine Oil Change
Toyota,Innova,2022,2,18013,"Engine Oil Change, Tire Rotation"
Maruti,Vitara Brezza,2012,12,207592,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2017,7,76176,"Spark Plug Replacement, Air Filter Replacement, Timing Belt Replacement, Battery Replacement"
Honda,Civic,2013,11,142119,"Transmission Fluid Change, Spark Plug Replacement, Clutch Replacement, Timing Belt Replacement, Brake Pad Replacement"
Tata,Harrier,2020,4,35680,"Engine Oil Change, Air Filter Replacement, Wiper Blade Replacement"
Hyundai,Verna,2018,6,71381,"Engine Oil Change, Spark Plug Replacement, AC Gas Refill, Timing Belt Replacement, Air Filter Replacement"
Honda,City,2018,6,73757,"Engine Oil Change, Spark Plug Replacement, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement, Tire Rotation"
Honda,WR-V,2019,5,62412,"Engine Oil Change, Spark Plug Replacement, Wiper Blade Replacement, Timing Belt Replacement, Battery Replacement"
Hyundai,Verna,2014,10,158592,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wiper Blade Replacement, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Toyota,Urban Cruiser,2017,7,72633,"Engine Oil Change, Spark Plug Replacement, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Maruti,Dzire,2017,7,67718,"Engine Oil Change, Spark Plug Replacement, Suspension Check, Coolant Flush, Clutch Replacement, Air Filter Replacement"
Hyundai,Tucson,2014,10,116776,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Maruti,Vitara Brezza,2022,2,23069,"Engine Oil Change, Tire Rotation"
Maruti,Swift,2015,9,136301,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Wiper Blade Replacement, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement"
Hyundai,i20,2014,10,184002,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement"
Maruti,Dzire,2013,11,185696,"Transmission Fluid Change, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement"
Tata,Nexon,2015,9,139787,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Wheel Alignment, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Air Filter Replacement"
Honda,WR-V,2016,8,71461,"Engine Oil Change, Spark Plug Replacement, Wheel Alignment, Suspension Check, AC Gas Refill, Coolant Flush, Clutch Replacement, Battery Replacement, Air Filter Replacement"
Honda,WR-V,2017,7,124085,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Battery Replacement, Air Filter Replacement"
Hyundai,i10,2016,8,139141,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Fortuner,2013,11,113096,"Transmission Fluid Change, Spark Plug Replacement, Wheel Alignment, AC Gas Refill, Coolant Flush, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Brake Pad Replacement"
Tata,Nexon,2022,2,23089,Engine Oil Change
Tata,Safari,2010,14,216665,"Transmission Fluid Change, Engine Oil Change, Clutch Replacement, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Tata,Nexon,2011,13,212860,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,Venue,2010,14,175296,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Hyundai,i20,2005,19,313291,"Transmission Fluid Change, Spark Plug Replacement, Coolant Flush, Battery Replacement, Air Filter Replacement, Tire Rotation, Brake Pad Replacement"
Hyundai,i10,2021,3,32771,"Engine Oil Change, Wheel Alignment, Suspension Check, Wiper Blade Replacement, Battery Replacement, Air Filter Replacement, Tire Rotation"
Honda,Amaze,2017,7,111063,"Transmission Fluid Change, Spark Plug Replacement, Engine Oil Change, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Fortuner,2012,12,142549,"Transmission Fluid Change, Engine Oil Change, Suspension Check, Coolant Flush, Timing Belt Replacement, Battery Replacement, Air Filter Replacement, Brake Pad Replacement"
Toyota,Camry,2019,5,59007,"Engine Oil Change, AC Gas Refill, Clutch Replacement, Timing Belt Replacement, Battery Replacement"
